vertex_id,pagerank,betweenness,closeness,eigenvector,katz,hits_authority,hits_hub,eigentrust,trust_transitivity
171,0.08795874939294182,0.1480279704988091,0.08795874939294182,0.08795874939294182,0.03787984137296484,0.7322083806470407,0.8298141790725788,0.005705139686476986,0.1870481428074976
172,0.07861598604022256,0.18724965641891703,0.07861598604022256,0.07861598604022256,0.03831259966703538,0.7738567448037442,0.8943134590733804,0.0058949976394257345,0.2934581266547349
173,0.013483783028764372,0.062020576862519945,0.013483783028764372,0.013483783028764372,0.009172112708706465,0.193383805949092,0.8277946122827685,0.001671221158778283,0.16012839900319517
174,1.0,0.0,1.0,1.0,1.0,0.18981485465062092,0.0,0.0,1.0
175,0.09332817780327611,0.17959270610507255,0.09332817780327611,0.09332817780327611,0.04473195518142669,0.8767044357925452,0.7824186689170862,0.007323164842847681,0.2756377125861479
176,0.013389451556232824,0.05133220178905958,0.013389451556232824,0.013389451556232824,0.006221146251517233,0.15056189603869355,0.8584984083196513,0.0012757741904157063,0.28754368192267765
177,1.0,0.0,1.0,1.0,1.0,0.7713749598533091,0.008828839439517776,1.0,1.0
178,0.09235978158164512,0.1969554174363319,0.09235978158164512,0.09235978158164512,0.040898444701648246,0.8836473588591927,0.8283611338222076,0.008095115153573494,0.27539908650807227
179,0.08275314724087218,0.1993901652514387,0.08275314724087218,0.08275314724087218,0.03998643894497383,0.8269432754945074,0.9693472869437919,0.006984399756046667,0.15420831333976412
180,1.0,0.0,1.0,1.0,1.0,0.08908351536924118,0.0,0.0,1.0
181,0.003107342744832521,0.02110681707808065,0.003107342744832521,0.003107342744832521,0.001628276220469289,0.07379880193720939,0.8547782869411196,0.00025011660475852526,0.15871897775381735
182,0.07066963116796103,0.1995396171626204,0.07066963116796103,0.07066963116796103,0.04314262228374853,0.8488326894522837,0.892383741866786,0.00715347336025425,0.2632868950923173
183,0.012387349630869708,0.04605349831880758,0.012387349630869708,0.012387349630869708,0.005524597590954047,0.1416638206085131,0.8713378271784068,0.0007097198543089339,0.24305767323512079
184,0.015821744594228276,0.054547312563754245,0.015821744594228276,0.015821744594228276,0.009760590840428896,0.17262430153143027,0.7120659662669167,0.0014805852369083616,0.31255576296015775
185,0.008322436226774643,0.03056484909830946,0.008322436226774643,0.008322436226774643,0.0043000790220507614,0.09623754815584216,0.8184531156075024,0.0008615517471826222,0.25527106968304547
186,0.08641955370500824,0.200566294453162,0.08641955370500824,0.08641955370500824,0.038163111843811666,0.8611081249253195,0.8059616036373587,0.0069358745708814505,0.2371370633647756
187,0.07870599507905923,0.18939677643831385,0.07870599507905923,0.07870599507905923,0.0384278831662822,0.8226023015918049,0.8497769718480371,0.005853484029717895,0.1666474285936623
188,0.020523912470779948,0.06525898644981006,0.020523912470779948,0.020523912470779948,0.009152852522535363,0.19864256688801704,0.8327061544620473,0.0012416716216434585,0.2920819174950591
189,1.0,0.0,1.0,1.0,1.0,0.15205354421809492,0.0017403420416923368,1.0,1.0
190,0.014600526208734664,0.07344731268772357,0.014600526208734664,0.014600526208734664,0.008184567446261486,0.20182824707294666,0.8386676736907529,0.0014852748937119434,0.1781536912931563
191,0.08576317486498528,0.19542039932376534,0.08576317486498528,0.08576317486498528,0.04081048132493838,0.8189143685561768,0.8731501229668365,0.006830934625329952,0.26034454284023983
192,0.09968167416352997,0.21902159153552297,0.09968167416352997,0.09968167416352997,0.045631993192629276,0.8762913594415829,0.9426101072193754,0.0075991728387155505,0.2853755840240951
193,0.09191316732331976,0.18116615429586916,0.09191316732331976,0.09191316732331976,0.04293983453003292,0.8998659203222175,0.7498319898080721,0.007403562995887484,0.247408720405605
194,0.012574500274777833,0.050222886768723746,0.012574500274777833,0.012574500274777833,0.00936840840778335,0.17550141284609042,0.6314613865978004,0.001201287502077739,0.23569818475620555
195,0.020170756687072435,0.07078651366418603,0.020170756687072435,0.020170756687072435,0.010453925006636704,0.21640963796870166,0.8097991301484615,0.0016092731553648534,0.16793961790570944
196,0.08112228417044148,0.19268837035863903,0.08112228417044148,0.08112228417044148,0.037952687068546584,0.840488568392678,0.8131696414243834,0.00646648150773304,0.1979120596312305
197,0.0884761805398958,0.19220353353861624,0.0884761805398958,0.0884761805398958,0.047145380289691,0.8688895547367537,0.859416691293991,0.007197471868895481,0.26383186017444615
198,0.011354347575910457,0.05752521596224677,0.011354347575910457,0.011354347575910457,0.004035921172405695,0.10860896722254057,0.6199111400993113,0.000616558638810293,0.09153417825647057
199,0.0713559041124882,0.15074735842683887,0.0713559041124882,0.0713559041124882,0.03386204791122534,0.7294639560622854,0.8548055149680607,0.006200244172298439,0.28442544976187234
200,0.005333044195767102,0.05933643254234952,0.005333044195767102,0.005333044195767102,0.004101586323632498,0.09113278223297129,0.5248832587583272,0.0007279622465394625,0.14820017329876373
201,0.010477995992174104,0.19001717147627145,0.010477995992174104,0.010477995992174104,0.006956892674198479,0.15326147198930454,0.5202655547876932,0.0009019663242255595,0.29788247113087146
202,0.07399528209511254,0.14522908912657795,0.07399528209511254,0.07399528209511254,0.04129464357316975,0.8179760658892861,0.6649850129971406,0.005875950682251677,0.21873415027679605
203,0.09175125463414838,0.20528876927211687,0.09175125463414838,0.09175125463414838,0.04623673007337352,0.9312724384570905,0.8438432151575617,0.0077823002130633905,0.2602560083773462
204,1.0,0.0,1.0,1.0,1.0,0.886405421190719,0.01014543064491188,1.0,1.0
205,0.07513770417253,0.6577245822083134,0.07513770417253,0.07513770417253,0.04043874658555695,0.686634181543453,0.6383669848950633,0.005605503829408576,0.19319603344165892
206,0.0,0.00656943981843743,0.0,0.0,0.0,0.029543992717157696,0.8732584295079758,2.1261457946547486e-05,0.10881544826310909
207,0.08542054428274282,0.1993232783059602,0.08542054428274282,0.08542054428274282,0.0420466132487818,0.8090942337869683,0.8330004823268233,0.007671827447867122,0.27184845532923807
208,0.02246196922585165,0.4208541369840263,0.02246196922585165,0.02246196922585165,0.006275987999398877,0.19508687079902687,0.611964342872966,0.0012847474332868367,0.32064879588800366
209,0.08355668990618892,0.7779628600066519,0.08355668990618892,0.08355668990618892,0.03617450814223584,0.7951151845668532,0.6797625684322947,0.006357862401704914,0.24233704978163662
210,0.008814894100008512,0.05172061908421014,0.008814894100008512,0.008814894100008512,0.0054364234307435,0.14911374841473565,0.8480288542237132,0.0008219442482521055,0.14921255681027507
